PNGQ_FAST;26,4;213,7;213,7
PNGQ_BEST;31,2;180,6;180,6
PNG_FAST;11,1;509,4;509,4
PNG_BEST;25,1;224,8;224,8
JPEG_BEST_NOOPT;9,8;574,7;574,7
JPEG_BEST_OPTIM;9,8;572,2;572,2
JPEG_BEST_ARITH;18,8;298,9;298,9
JPEG_BEST_NOOPT_YCBCR;10,0;560,8;560,8
JPEG_BEST_OPTIM_YCBCR;9,7;581,4;581,4
JPEG_BEST_ARITH_YCBCR;11,3;500,1;500,1
JPEG_95_NOOPT;13,7;410,3;410,3
JPEG_95_OPTIM;10,0;560,9;560,9
JPEG_95_ARITH;13,0;432,7;432,7
JPEG_95_NOOPT_YCBCR;9,6;585,3;585,3
JPEG_95_OPTIM_YCBCR;9,2;610,7;610,7
JPEG_95_ARITH_YCBCR;10,6;533,0;533,0
JPEG_90_NOOPT;9,2;610,6;610,6
JPEG_90_OPTIM;10,1;557,5;557,5
JPEG_90_ARITH;11,0;513,3;513,3
JPEG_90_NOOPT_YCBCR;10,3;546,6;546,6
JPEG_90_OPTIM_YCBCR;9,2;610,6;610,6
JPEG_90_ARITH_YCBCR;10,2;553,4;553,4
JPEG_85_NOOPT;10,2;553,4;553,4
JPEG_85_OPTIM;9,5;595,3;595,3
JPEG_85_ARITH;11,1;508,1;508,1
JPEG_85_NOOPT_YCBCR;9,7;581,3;581,3
JPEG_85_OPTIM_YCBCR;10,7;527,4;527,4
JPEG_85_ARITH_YCBCR;10,2;550,0;550,0
JPEG_80_NOOPT;9,8;577,6;577,6
JPEG_80_OPTIM;10,3;548,6;548,6
JPEG_80_ARITH;9,9;568,1;568,1
JPEG_80_NOOPT_YCBCR;9,8;577,4;577,4
JPEG_80_OPTIM_YCBCR;10,0;561,2;561,2
JPEG_80_ARITH_YCBCR;9,5;592,5;592,5
JPEG_75_NOOPT;10,2;554,4;554,4
JPEG_75_OPTIM;9,6;588,2;588,2
JPEG_75_ARITH;10,3;548,6;548,6
JPEG_75_NOOPT_YCBCR;10,3;548,7;548,7
JPEG_75_OPTIM_YCBCR;10,1;558,1;558,1
JPEG_75_ARITH_YCBCR;10,7;527,3;527,3
JPEG_50_NOOPT;10,4;539,2;539,2
JPEG_50_OPTIM;9,2;615,4;615,4
JPEG_50_ARITH;10,6;529,5;529,5
JPEG_50_NOOPT_YCBCR;10,1;557,6;557,6
JPEG_50_OPTIM_YCBCR;10,5;534,1;534,1
JPEG_50_ARITH_YCBCR;9,1;618,1;618,1
JPEG_25_NOOPT;10,6;528,9;528,9
JPEG_25_OPTIM;9,5;592,6;592,6
JPEG_25_ARITH;10,0;564,6;564,6
JPEG_25_NOOPT_YCBCR;9,7;578,6;578,6
JPEG_25_OPTIM_YCBCR;10,0;561,2;561,2
JPEG_25_ARITH_YCBCR;10,3;546,5;546,5
