PNG_FAST;18,7;264,9;264,9
JPEG_50_OPTIM_YCBCR;15,0;331,1;331,1
JPEG_80_OPTIM_YCBCR;13,8;359,0;359,0
JPEG_95_OPTIM_YCBCR;15,7;315,5;315,5
JPEG_BEST_OPTIM_YCBCR;15,0;330,6;330,6
