PNG_FAST;failed to seed tile z12,x1995,y2550; 141,0;360,6;360,6
JPEG_50_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 97,5;521,3;521,3
JPEG_80_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 98,0;518,8;518,8
JPEG_95_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 98,4;516,5;516,5
JPEG_BEST_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 98,0;518,7;518,7
