PNG_FAST;failed to seed tile z12,x1995,y2550; 138,8;366,4;366,4
JPEG_50_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 99,2;512,8;512,8
JPEG_80_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 100,9;504,1;504,1
JPEG_95_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 98,9;514,1;514,1
JPEG_BEST_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 99,4;511,4;511,4
