PNG_FAST;failed to seed tile z12,x1995,y2550; 141,2;360,3;360,3
JPEG_50_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 98,8;514,7;514,7
JPEG_80_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 98,9;514,1;514,1
JPEG_95_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 99,6;510,3;510,3
JPEG_BEST_OPTIM_YCBCR;failed to seed tile z12,x1995,y2550; 99,7;510,2;510,2
