PNGQ_FAST;9,5;991,8;991,8
PNGQ_BEST;14,7;642,7;642,7
PNG_FAST;5,0;1893,6;1893,6
PNG_BEST;18,1;522,9;522,9
JPEG_BEST_NOOPT;4,8;1961,7;1961,7
JPEG_BEST_OPTIM;5,8;1639,4;1639,4
JPEG_BEST_ARITH;8,5;1106,4;1106,4
JPEG_BEST_NOOPT_YCBCR;3,5;2711,3;2711,3
JPEG_BEST_OPTIM_YCBCR;3,8;2458,3;2458,3
JPEG_BEST_ARITH_YCBCR;4,8;1971,8;1971,8
JPEG_95_NOOPT;3,9;2426,7;2426,7
JPEG_95_OPTIM;5,2;1824,7;1824,7
JPEG_95_ARITH;7,1;1328,9;1328,9
JPEG_95_NOOPT_YCBCR;3,5;2667,0;2667,0
JPEG_95_OPTIM_YCBCR;3,6;2604,3;2604,3
JPEG_95_ARITH_YCBCR;4,2;2274,5;2274,5
JPEG_90_NOOPT;4,2;2243,7;2243,7
JPEG_90_OPTIM;5,1;1864,7;1864,7
JPEG_90_ARITH;7,0;1347,0;1347,0
JPEG_90_NOOPT_YCBCR;3,8;2500,4;2500,4
JPEG_90_OPTIM_YCBCR;4,0;2340,2;2340,2
JPEG_90_ARITH_YCBCR;3,9;2405,8;2405,8
JPEG_85_NOOPT;4,3;2174,1;2174,1
JPEG_85_OPTIM;5,5;1712,9;1712,9
JPEG_85_ARITH;6,4;1480,4;1480,4
JPEG_85_NOOPT_YCBCR;3,1;3018,7;3018,7
JPEG_85_OPTIM_YCBCR;3,8;2459,0;2459,0
JPEG_85_ARITH_YCBCR;4,2;2249,8;2249,8
JPEG_80_NOOPT;4,2;2226,2;2226,2
JPEG_80_OPTIM;5,4;1735,2;1735,2
JPEG_80_ARITH;6,1;1547,6;1547,6
JPEG_80_NOOPT_YCBCR;3,4;2755,2;2755,2
JPEG_80_OPTIM_YCBCR;4,1;2319,7;2319,7
JPEG_80_ARITH_YCBCR;4,1;2292,7;2292,7
JPEG_75_NOOPT;4,5;2086,8;2086,8
JPEG_75_OPTIM;5,5;1718,2;1718,2
JPEG_75_ARITH;6,5;1456,9;1456,9
JPEG_75_NOOPT_YCBCR;3,2;2914,1;2914,1
JPEG_75_OPTIM_YCBCR;4,0;2354,5;2354,5
JPEG_75_ARITH_YCBCR;4,0;2347,6;2347,6
JPEG_50_NOOPT;4,5;2109,1;2109,1
JPEG_50_OPTIM;5,4;1763,6;1763,6
JPEG_50_ARITH;5,8;1639,2;1639,2
JPEG_50_NOOPT_YCBCR;3,7;2549,3;2549,3
JPEG_50_OPTIM_YCBCR;3,9;2409,5;2409,5
JPEG_50_ARITH_YCBCR;3,6;2598,3;2598,3
JPEG_25_NOOPT;4,4;2167,6;2167,6
JPEG_25_OPTIM;5,3;1790,7;1790,7
JPEG_25_ARITH;5,5;1704,2;1704,2
JPEG_25_NOOPT_YCBCR;3,3;2874,5;2874,5
JPEG_25_OPTIM_YCBCR;4,0;2379,1;2379,1
JPEG_25_ARITH_YCBCR;3,4;2754,7;2754,7
