PNGQ_FAST;8,6;1103,9;1103,9
PNGQ_BEST;14,8;639,7;639,7
PNG_FAST;5,5;1731,1;1731,1
PNG_BEST;18,1;521,4;521,4
JPEG_BEST_NOOPT;5,1;1861,4;1861,4
JPEG_BEST_OPTIM;6,0;1576,0;1576,0
JPEG_BEST_ARITH;8,4;1123,5;1123,5
JPEG_BEST_NOOPT_YCBCR;4,9;1936,7;1936,7
JPEG_BEST_OPTIM_YCBCR;5,6;1673,7;1673,7
JPEG_BEST_ARITH_YCBCR;5,3;1784,0;1784,0
JPEG_95_NOOPT;5,0;1887,2;1887,2
JPEG_95_OPTIM;5,9;1605,4;1605,4
JPEG_95_ARITH;7,2;1305,5;1305,5
JPEG_95_NOOPT_YCBCR;5,6;1694,9;1694,9
JPEG_95_OPTIM_YCBCR;5,0;1898,0;1898,0
JPEG_95_ARITH_YCBCR;5,1;1846,8;1846,8
JPEG_90_NOOPT;5,1;1848,5;1848,5
JPEG_90_OPTIM;5,7;1664,3;1664,3
JPEG_90_ARITH;6,7;1400,1;1400,1
JPEG_90_NOOPT_YCBCR;4,8;1960,0;1960,0
JPEG_90_OPTIM_YCBCR;4,9;1929,1;1929,1
JPEG_90_ARITH_YCBCR;5,0;1882,4;1882,4
JPEG_85_NOOPT;5,6;1675,1;1675,1
JPEG_85_OPTIM;5,5;1718,5;1718,5
JPEG_85_ARITH;6,7;1408,0;1408,0
JPEG_85_NOOPT_YCBCR;5,0;1903,5;1903,5
JPEG_85_OPTIM_YCBCR;4,9;1938,9;1938,9
JPEG_85_ARITH_YCBCR;5,2;1825,3;1825,3
JPEG_80_NOOPT;5,1;1854,7;1854,7
JPEG_80_OPTIM;5,7;1645,1;1645,1
JPEG_80_ARITH;6,3;1505,7;1505,7
JPEG_80_NOOPT_YCBCR;4,9;1914,2;1914,2
JPEG_80_OPTIM_YCBCR;4,8;1952,9;1952,9
JPEG_80_ARITH_YCBCR;5,1;1869,5;1869,5
JPEG_75_NOOPT;5,0;1902,3;1902,3
JPEG_75_OPTIM;5,6;1675,9;1675,9
JPEG_75_ARITH;6,2;1519,2;1519,2
JPEG_75_NOOPT_YCBCR;4,9;1927,8;1927,8
JPEG_75_OPTIM_YCBCR;4,9;1939,6;1939,6
JPEG_75_ARITH_YCBCR;4,9;1937,1;1937,1
JPEG_50_NOOPT;4,9;1915,0;1915,0
JPEG_50_OPTIM;5,4;1746,6;1746,6
JPEG_50_ARITH;6,0;1582,2;1582,2
JPEG_50_NOOPT_YCBCR;5,0;1907,3;1907,3
JPEG_50_OPTIM_YCBCR;4,9;1923,8;1923,8
JPEG_50_ARITH_YCBCR;4,8;1949,3;1949,3
JPEG_25_NOOPT;5,1;1845,6;1845,6
JPEG_25_OPTIM;5,7;1664,6;1664,6
JPEG_25_ARITH;5,9;1591,3;1591,3
JPEG_25_NOOPT_YCBCR;4,5;2083,6;2083,6
JPEG_25_OPTIM_YCBCR;5,1;1858,5;1858,5
JPEG_25_ARITH_YCBCR;4,8;1978,4;1978,4
