PNGQ_FAST;11,2;840,3;840,3
PNGQ_BEST;16,5;573,9;573,9
PNG_FAST;10,9;863,7;863,7
PNG_BEST;18,8;501,3;501,3
JPEG_BEST_NOOPT;10,0;944,1;944,1
JPEG_BEST_OPTIM;12,0;787,5;787,5
JPEG_BEST_ARITH;13,0;726,7;726,7
JPEG_BEST_NOOPT_YCBCR;11,8;802,3;802,3
JPEG_BEST_OPTIM_YCBCR;12,0;789,5;789,5
JPEG_BEST_ARITH_YCBCR;11,9;795,0;795,0
JPEG_95_NOOPT;12,3;769,0;769,0
JPEG_95_OPTIM;11,7;808,1;808,1
JPEG_95_ARITH;12,1;778,3;778,3
JPEG_95_NOOPT_YCBCR;12,5;757,2;757,2
JPEG_95_OPTIM_YCBCR;10,9;864,6;864,6
JPEG_95_ARITH_YCBCR;13,7;690,6;690,6
JPEG_90_NOOPT;11,8;797,6;797,6
JPEG_90_OPTIM;10,6;890,7;890,7
JPEG_90_ARITH;11,1;850,9;850,9
JPEG_90_NOOPT_YCBCR;11,9;793,2;793,2
JPEG_90_OPTIM_YCBCR;10,9;870,9;870,9
JPEG_90_ARITH_YCBCR;12,6;750,1;750,1
JPEG_85_NOOPT;12,5;755,2;755,2
JPEG_85_OPTIM;14,1;668,3;668,3
JPEG_85_ARITH;12,0;789,4;789,4
JPEG_85_NOOPT_YCBCR;11,8;802,7;802,7
JPEG_85_OPTIM_YCBCR;11,0;858,4;858,4
JPEG_85_ARITH_YCBCR;11,7;804,6;804,6
JPEG_80_NOOPT;10,8;872,4;872,4
JPEG_80_OPTIM;11,1;849,2;849,2
JPEG_80_ARITH;14,8;637,5;637,5
JPEG_80_NOOPT_YCBCR;10,8;871,1;871,1
JPEG_80_OPTIM_YCBCR;12,6;751,6;751,6
JPEG_80_ARITH_YCBCR;11,7;806,0;806,0
JPEG_75_NOOPT;12,1;779,1;779,1
JPEG_75_OPTIM;11,1;854,3;854,3
JPEG_75_ARITH;12,4;763,8;763,8
JPEG_75_NOOPT_YCBCR;12,0;789,3;789,3
JPEG_75_OPTIM_YCBCR;12,4;761,5;761,5
JPEG_75_ARITH_YCBCR;10,9;863,8;863,8
JPEG_50_NOOPT;12,9;732,7;732,7
JPEG_50_OPTIM;11,9;791,8;791,8
JPEG_50_ARITH;12,2;776,3;776,3
JPEG_50_NOOPT_YCBCR;11,8;799,8;799,8
JPEG_50_OPTIM_YCBCR;11,3;838,4;838,4
JPEG_50_ARITH_YCBCR;11,9;793,9;793,9
JPEG_25_NOOPT;11,8;802,1;802,1
JPEG_25_OPTIM;13,1;719,2;719,2
JPEG_25_ARITH;11,8;802,4;802,4
JPEG_25_NOOPT_YCBCR;12,9;731,1;731,1
JPEG_25_OPTIM_YCBCR;11,8;803,9;803,9
JPEG_25_ARITH_YCBCR;11,9;795,7;795,7
