PNGQ_FAST;26,3;637,8;637,8
PNGQ_BEST;31,5;534,1;534,1
PNG_FAST;10,4;1622,7;1622,7
PNG_BEST;23,0;731,4;731,4
JPEG_BEST_NOOPT;9,7;1738,8;1738,8
JPEG_BEST_OPTIM;9,9;1690,1;1690,1
JPEG_BEST_ARITH;18,4;913,2;913,2
JPEG_BEST_NOOPT_YCBCR;8,6;1961,6;1961,6
JPEG_BEST_OPTIM_YCBCR;7,8;2142,9;2142,9
JPEG_BEST_ARITH_YCBCR;11,1;1506,9;1506,9
JPEG_95_NOOPT;8,1;2068,4;2068,4
JPEG_95_OPTIM;9,8;1723,0;1723,0
JPEG_95_ARITH;13,3;1259,0;1259,0
JPEG_95_NOOPT_YCBCR;8,3;2017,1;2017,1
JPEG_95_OPTIM_YCBCR;9,1;1838,1;1838,1
JPEG_95_ARITH_YCBCR;9,1;1841,0;1841,0
JPEG_90_NOOPT;8,5;1975,0;1975,0
JPEG_90_OPTIM;8,5;1970,4;1970,4
JPEG_90_ARITH;11,4;1477,3;1477,3
JPEG_90_NOOPT_YCBCR;9,3;1802,4;1802,4
JPEG_90_OPTIM_YCBCR;7,2;2326,4;2326,4
JPEG_90_ARITH_YCBCR;8,5;1984,1;1984,1
JPEG_85_NOOPT;9,1;1849,4;1849,4
JPEG_85_OPTIM;10,8;1549,8;1549,8
JPEG_85_ARITH;10,3;1636,9;1636,9
JPEG_85_NOOPT_YCBCR;8,5;1969,9;1969,9
JPEG_85_OPTIM_YCBCR;8,3;2024,8;2024,8
JPEG_85_ARITH_YCBCR;9,7;1731,3;1731,3
JPEG_80_NOOPT;8,6;1942,6;1942,6
JPEG_80_OPTIM;7,9;2130,0;2130,0
JPEG_80_ARITH;9,8;1708,4;1708,4
JPEG_80_NOOPT_YCBCR;9,6;1751,4;1751,4
JPEG_80_OPTIM_YCBCR;9,8;1713,3;1713,3
JPEG_80_ARITH_YCBCR;9,7;1737,6;1737,6
JPEG_75_NOOPT;9,0;1875,3;1875,3
JPEG_75_OPTIM;7,8;2148,7;2148,7
JPEG_75_ARITH;10,3;1629,3;1629,3
JPEG_75_NOOPT_YCBCR;8,9;1897,7;1897,7
JPEG_75_OPTIM_YCBCR;8,7;1924,1;1924,1
JPEG_75_ARITH_YCBCR;8,6;1958,3;1958,3
JPEG_50_NOOPT;9,1;1850,5;1850,5
JPEG_50_OPTIM;9,1;1846,5;1846,5
JPEG_50_ARITH;8,9;1891,7;1891,7
JPEG_50_NOOPT_YCBCR;8,8;1915,4;1915,4
JPEG_50_OPTIM_YCBCR;9,5;1764,8;1764,8
JPEG_50_ARITH_YCBCR;8,7;1921,3;1921,3
JPEG_25_NOOPT;8,5;1977,7;1977,7
JPEG_25_OPTIM;9,1;1845,3;1845,3
JPEG_25_ARITH;7,8;2164,9;2164,9
JPEG_25_NOOPT_YCBCR;8,8;1919,4;1919,4
JPEG_25_OPTIM_YCBCR;8,4;1995,6;1995,6
JPEG_25_ARITH_YCBCR;8,1;2086,5;2086,5
