PNGQ_FAST;95,6;57,1;57,1
PNGQ_BEST;101,5;53,8;53,8
PNG_FAST;96,4;56,6;56,6
PNG_BEST;97,5;56,0;56,0
JPEG_BEST_NOOPT;102,4;53,4;53,4
JPEG_BEST_OPTIM;103,5;52,8;52,8
JPEG_BEST_ARITH;97,5;56,0;56,0
JPEG_BEST_NOOPT_YCBCR;97,5;56,0;56,0
JPEG_BEST_OPTIM_YCBCR;107,5;50,8;50,8
JPEG_BEST_ARITH_YCBCR;97,5;56,0;56,0
JPEG_95_NOOPT;96,5;56,6;56,6
JPEG_95_OPTIM;96,5;56,6;56,6
JPEG_95_ARITH;98,5;55,4;55,4
JPEG_95_NOOPT_YCBCR;97,4;56,0;56,0
JPEG_95_OPTIM_YCBCR;99,5;54,9;54,9
JPEG_95_ARITH_YCBCR;97,5;56,0;56,0
JPEG_90_NOOPT;99,5;54,9;54,9
JPEG_90_OPTIM;failed to seed tile z2,x0,y0: sqlite backend failed to open db /mapcache/cache/sqlite/tiles_JPEG_90_OPTIM,db: unable to open database file 97,4;56,0;56,0
JPEG_90_ARITH;96,7;56,5;56,5
JPEG_90_NOOPT_YCBCR;98,5;55,4;55,4
JPEG_90_OPTIM_YCBCR;100,5;54,4;54,4
JPEG_90_ARITH_YCBCR;98,4;55,5;55,5
JPEG_85_NOOPT;98,5;55,5;55,5
JPEG_85_OPTIM;97,5;56,0;56,0
JPEG_85_ARITH;97,5;56,0;56,0
JPEG_85_NOOPT_YCBCR;99,5;54,9;54,9
JPEG_85_OPTIM_YCBCR;98,5;55,4;55,4
JPEG_85_ARITH_YCBCR;98,5;55,4;55,4
JPEG_80_NOOPT;97,5;56,0;56,0
JPEG_80_OPTIM;98,5;55,4;55,4
JPEG_80_ARITH;98,4;55,5;55,5
JPEG_80_NOOPT_YCBCR;98,5;55,4;55,4
JPEG_80_OPTIM_YCBCR;99,5;54,9;54,9
JPEG_80_ARITH_YCBCR;97,5;56,0;56,0
JPEG_75_NOOPT;96,5;56,6;56,6
JPEG_75_OPTIM;95,4;57,2;57,2
JPEG_75_ARITH;99,5;54,9;54,9
JPEG_75_NOOPT_YCBCR;97,5;56,0;56,0
JPEG_75_OPTIM_YCBCR;failed to seed tile z1,x1,y0: sqlite backend failed to open db /mapcache/cache/sqlite/tiles_JPEG_75_OPTIM_YCBCR,db: unable to open database file 99,5;54,9;54,9
JPEG_75_ARITH_YCBCR;97,5;56,0;56,0
JPEG_50_NOOPT;97,5;56,0;56,0
JPEG_50_OPTIM;97,4;56,0;56,0
JPEG_50_ARITH;98,5;55,4;55,4
JPEG_50_NOOPT_YCBCR;99,4;54,9;54,9
JPEG_50_OPTIM_YCBCR;97,5;56,0;56,0
JPEG_50_ARITH_YCBCR;97,5;56,0;56,0
JPEG_25_NOOPT;97,5;56,0;56,0
JPEG_25_OPTIM;97,4;56,1;56,1
JPEG_25_ARITH;98,4;55,5;55,5
JPEG_25_NOOPT_YCBCR;98,5;55,5;55,5
JPEG_25_OPTIM_YCBCR;99,5;54,9;54,9
JPEG_25_ARITH_YCBCR;97,5;56,0;56,0
